Year,Team_x,Season or Playoff,Rank,Player,Age,Games,Games Started,Minutes Played,Field Goal,Field Goal Attempts,Field Goal %,3 Point Field Goals,3 Point Field Goals Attempts,3 Point Field Goals %,2 Point Field Goals,2 Point Field Goals Attempts,2 Point Field Goals %,Free Throws,Free Throw Attempts,Free Throw Attempts %,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Round,Pick,Team_y,Prior Team,College
2021,Seattle Storm,Regular Season,6,Jordin Canada,25,29,3,542.0,56.0,144.0,0.389,3.0,14.0,0.214,53.0,130.0,0.408,53.0,63.0,0.841,16.0,50.0,66.0,88.0,21.0,4.0,31.0,29.0,168.0,,,,,
2021,Seattle Storm,Regular Season,7,Stephanie Talbot,27,30,9,538.0,69.0,143.0,0.483,27.0,65.0,0.415,42.0,78.0,0.538,6.0,8.0,0.75,12.0,74.0,86.0,48.0,14.0,13.0,49.0,58.0,171.0,,,,,
2021,Seattle Storm,Regular Season,8,Ezi Magbegor,21,30,3,456.0,81.0,160.0,0.506,5.0,9.0,0.556,76.0,151.0,0.503,33.0,39.0,0.846,46.0,70.0,116.0,24.0,18.0,29.0,26.0,65.0,200.0,,,,,
2021,Seattle Storm,Regular Season,9,Epiphanny Prince,33,29,2,416.0,58.0,132.0,0.439,25.0,50.0,0.5,33.0,82.0,0.402,26.0,29.0,0.897,10.0,37.0,47.0,48.0,20.0,6.0,25.0,33.0,167.0,,,,,
2021,Seattle Storm,Regular Season,10,Candice Dupree,36,16,2,260.0,41.0,94.0,0.436,1.0,4.0,0.25,40.0,90.0,0.444,11.0,11.0,1.0,8.0,32.0,40.0,11.0,7.0,3.0,13.0,21.0,94.0,,,,,
2021,Seattle Storm,Regular Season,11,Kennedy Burke,24,23,0,176.0,25.0,56.0,0.446,6.0,18.0,0.333,19.0,38.0,0.5,10.0,16.0,0.625,7.0,12.0,19.0,7.0,6.0,3.0,11.0,13.0,66.0,,,,,
2021,Seattle Storm,Regular Season,12,Cierra Burdick,27,7,0,35.0,1.0,4.0,0.25,0.0,0.0,,1.0,4.0,0.25,1.0,2.0,0.5,4.0,8.0,12.0,3.0,2.0,2.0,2.0,4.0,3.0,,,,,
2021,Seattle Storm,Regular Season,13,Kiana Williams,22,10,0,35.0,1.0,7.0,0.143,1.0,6.0,0.167,0.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,4.0,2.0,1.0,0.0,2.0,3.0,4.0,2.0,18.0,Seattle Stormfrom Connecticut,Stanford,Stanford
2021,Seattle Storm,Regular Season,14,Karlie Samuelson,26,3,0,32.0,3.0,10.0,0.3,1.0,8.0,0.125,2.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,9.0,,,,,
2021,Seattle Storm,Regular Season,15,Mikiah Herbert Harrigan,22,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2021,Seattle Storm,Playoffs,1,Mercedes Russell,25,1,1,45.0,5.0,9.0,0.556,0.0,0.0,,5.0,9.0,0.556,0.0,0.0,,2.0,10.0,12.0,4.0,0.0,2.0,0.0,2.0,10.0,,,,,
2021,Seattle Storm,Playoffs,2,Sue Bird,40,1,1,37.0,5.0,12.0,0.417,4.0,8.0,0.5,1.0,4.0,0.25,2.0,2.0,1.0,0.0,3.0,3.0,5.0,1.0,0.0,2.0,1.0,16.0,,,,,
2021,Seattle Storm,Playoffs,3,Jewell Loyd,27,1,1,36.0,5.0,24.0,0.208,0.0,7.0,0.0,5.0,17.0,0.294,5.0,5.0,1.0,0.0,3.0,3.0,5.0,1.0,2.0,3.0,5.0,15.0,,,,,
2021,Seattle Storm,Playoffs,4,Katie Lou Samuelson,24,1,1,35.0,6.0,10.0,0.6,4.0,6.0,0.667,2.0,4.0,0.5,2.0,2.0,1.0,0.0,5.0,5.0,0.0,1.0,0.0,1.0,5.0,18.0,,,,,
2021,Seattle Storm,Playoffs,5,Ezi Magbegor,21,1,1,31.0,4.0,9.0,0.444,1.0,1.0,1.0,3.0,8.0,0.375,0.0,0.0,,3.0,6.0,9.0,2.0,0.0,1.0,1.0,5.0,9.0,,,,,
2021,Seattle Storm,Playoffs,6,Stephanie Talbot,27,1,0,17.0,3.0,6.0,0.5,0.0,2.0,0.0,3.0,4.0,0.75,0.0,1.0,0.0,1.0,3.0,4.0,0.0,1.0,1.0,0.0,2.0,6.0,,,,,
2021,Seattle Storm,Playoffs,7,Jordin Canada,25,1,0,10.0,0.0,3.0,0.0,0.0,0.0,,0.0,3.0,0.0,6.0,6.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,6.0,,,,,
2021,Seattle Storm,Playoffs,8,Epiphanny Prince,33,1,0,9.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,,,,,
2021,Seattle Storm,Playoffs,9,Kennedy Burke,24,1,0,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
2021,Phoenix Mercury,Regular Season,1,Skylar Diggins-Smith,30,32,32,1040.0,177.0,393.0,0.45,50.0,135.0,0.37,127.0,258.0,0.492,162.0,198.0,0.818,17.0,84.0,101.0,168.0,34.0,25.0,82.0,71.0,566.0,,,,,
2021,Phoenix Mercury,Regular Season,2,Brianna Turner,24,32,32,994.0,108.0,195.0,0.554,0.0,1.0,0.0,108.0,194.0,0.557,33.0,46.0,0.717,78.0,224.0,302.0,56.0,24.0,42.0,47.0,70.0,249.0,,,,,
2021,Phoenix Mercury,Regular Season,3,Brittney Griner,30,30,30,983.0,248.0,431.0,0.575,4.0,9.0,0.444,244.0,422.0,0.578,115.0,136.0,0.846,71.0,213.0,284.0,80.0,12.0,58.0,66.0,72.0,615.0,,,,,
2021,Phoenix Mercury,Regular Season,4,Kia Nurse,25,32,32,835.0,98.0,273.0,0.359,59.0,167.0,0.353,39.0,106.0,0.368,49.0,62.0,0.79,14.0,99.0,113.0,56.0,17.0,2.0,48.0,72.0,304.0,,,,,
2021,Phoenix Mercury,Regular Season,5,Shey Peddy,32,32,5,560.0,61.0,148.0,0.412,27.0,81.0,0.333,34.0,67.0,0.507,23.0,25.0,0.92,24.0,51.0,75.0,79.0,29.0,3.0,31.0,33.0,172.0,,,,,
2021,Phoenix Mercury,Regular Season,6,Sophie Cunningham,24,30,4,524.0,59.0,135.0,0.437,32.0,78.0,0.41,27.0,57.0,0.474,19.0,27.0,0.704,9.0,51.0,60.0,32.0,14.0,7.0,16.0,56.0,169.0,,,,,
2021,Phoenix Mercury,Regular Season,7,Diana Taurasi,39,16,16,455.0,70.0,191.0,0.366,41.0,121.0,0.339,29.0,70.0,0.414,62.0,72.0,0.861,3.0,68.0,71.0,79.0,3.0,9.0,47.0,38.0,243.0,,,,,
2021,Phoenix Mercury,Regular Season,8,Kia Vaughn,34,28,2,441.0,59.0,133.0,0.444,0.0,1.0,0.0,59.0,132.0,0.447,12.0,20.0,0.6,23.0,53.0,76.0,36.0,5.0,6.0,36.0,44.0,130.0,,,,,
2021,Phoenix Mercury,Regular Season,9,Megan Walker,22,29,7,426.0,46.0,148.0,0.311,20.0,75.0,0.267,26.0,73.0,0.356,19.0,30.0,0.633,6.0,33.0,39.0,25.0,5.0,8.0,23.0,52.0,131.0,,,,,
2021,Phoenix Mercury,Regular Season,10,Alanna Smith,24,18,0,117.0,8.0,34.0,0.235,4.0,21.0,0.19,4.0,13.0,0.308,1.0,4.0,0.25,5.0,19.0,24.0,10.0,7.0,6.0,6.0,10.0,21.0,,,,,
2021,Phoenix Mercury,Regular Season,11,Bria Hartley,28,6,0,51.0,9.0,16.0,0.563,4.0,7.0,0.571,5.0,9.0,0.556,0.0,0.0,,2.0,2.0,4.0,5.0,1.0,0.0,5.0,1.0,22.0,,,,,
2021,Phoenix Mercury,Regular Season,12,Cierra Burdick,27,4,0,19.0,2.0,4.0,0.5,0.0,0.0,,2.0,4.0,0.5,0.0,0.0,,3.0,4.0,7.0,3.0,1.0,1.0,1.0,2.0,4.0,,,,,
2021,Phoenix Mercury,Regular Season,13,Haley Gorecki,24,3,0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
2021,Phoenix Mercury,Playoffs,1,Brittney Griner,30,11,11,386.0,100.0,178.0,0.562,0.0,4.0,0.0,100.0,174.0,0.575,40.0,50.0,0.8,18.0,74.0,92.0,33.0,4.0,18.0,23.0,20.0,240.0,,,,,
2021,Phoenix Mercury,Playoffs,2,Skylar Diggins-Smith,30,11,11,384.0,57.0,155.0,0.368,19.0,61.0,0.311,38.0,94.0,0.404,20.0,27.0,0.741,12.0,28.0,40.0,67.0,11.0,5.0,25.0,28.0,153.0,,,,,
2021,Phoenix Mercury,Playoffs,3,Brianna Turner,24,11,11,346.0,40.0,73.0,0.548,0.0,0.0,,40.0,73.0,0.548,13.0,19.0,0.684,36.0,73.0,109.0,28.0,14.0,21.0,13.0,28.0,93.0,,,,,
2021,Phoenix Mercury,Playoffs,4,Diana Taurasi,39,10,10,305.0,52.0,133.0,0.391,34.0,98.0,0.347,18.0,35.0,0.514,38.0,43.0,0.884,2.0,33.0,35.0,29.0,5.0,6.0,30.0,31.0,176.0,,,,,
2021,Phoenix Mercury,Playoffs,5,Shey Peddy,32,11,4,255.0,26.0,68.0,0.382,8.0,31.0,0.258,18.0,37.0,0.486,13.0,18.0,0.722,13.0,26.0,39.0,27.0,22.0,0.0,10.0,20.0,73.0,,,,,
2021,Phoenix Mercury,Playoffs,6,Kia Vaughn,34,11,0,141.0,15.0,52.0,0.288,0.0,1.0,0.0,15.0,51.0,0.294,2.0,2.0,1.0,4.0,20.0,24.0,13.0,4.0,0.0,12.0,15.0,32.0,,,,,
2021,Phoenix Mercury,Playoffs,7,Sophie Cunningham,24,8,2,140.0,15.0,31.0,0.484,13.0,23.0,0.565,2.0,8.0,0.25,8.0,8.0,1.0,2.0,15.0,17.0,6.0,2.0,7.0,6.0,11.0,51.0,,,,,
2021,Phoenix Mercury,Playoffs,8,Kia Nurse,25,6,6,131.0,16.0,37.0,0.432,10.0,22.0,0.455,6.0,15.0,0.4,8.0,8.0,1.0,3.0,17.0,20.0,9.0,1.0,0.0,4.0,15.0,50.0,,,,,
2021,Phoenix Mercury,Playoffs,9,Bria Hartley,28,10,0,96.0,8.0,26.0,0.308,3.0,11.0,0.273,5.0,15.0,0.333,6.0,6.0,1.0,0.0,14.0,14.0,13.0,1.0,0.0,7.0,10.0,25.0,,,,,
2021,Phoenix Mercury,Playoffs,10,Megan Walker,22,5,0,39.0,2.0,7.0,0.286,0.0,4.0,0.0,2.0,3.0,0.667,4.0,4.0,1.0,1.0,3.0,4.0,0.0,1.0,0.0,6.0,4.0,8.0,,,,,
2021,Phoenix Mercury,Playoffs,11,Alanna Smith,24,5,0,26.0,6.0,15.0,0.4,2.0,5.0,0.4,4.0,10.0,0.4,2.0,2.0,1.0,5.0,5.0,10.0,1.0,1.0,1.0,2.0,2.0,16.0,,,,,
2021,Chicago Sky,Regular Season,1,Kahleah Copper,26,32,32,986.0,173.0,377.0,0.459,26.0,85.0,0.306,147.0,292.0,0.503,90.0,110.0,0.818,37.0,96.0,133.0,56.0,27.0,8.0,60.0,96.0,462.0,,,,,
2021,Chicago Sky,Regular Season,2,Courtney Vandersloot,32,32,32,977.0,129.0,298.0,0.433,36.0,104.0,0.346,93.0,194.0,0.479,42.0,49.0,0.857,16.0,93.0,109.0,275.0,54.0,12.0,97.0,66.0,336.0,,,,,
2021,Chicago Sky,Regular Season,3,Diamond DeShields,26,32,22,860.0,123.0,313.0,0.393,24.0,80.0,0.3,99.0,233.0,0.425,91.0,111.0,0.82,13.0,99.0,112.0,75.0,38.0,12.0,60.0,101.0,361.0,,,,,
2021,Chicago Sky,Regular Season,4,Allie Quigley,35,26,11,635.0,121.0,270.0,0.448,54.0,119.0,0.454,67.0,151.0,0.444,47.0,49.0,0.959,17.0,52.0,69.0,60.0,13.0,7.0,30.0,37.0,343.0,,,,,
2021,Chicago Sky,Regular Season,5,Candace Parker,35,23,23,615.0,116.0,253.0,0.458,24.0,73.0,0.329,92.0,180.0,0.511,50.0,63.0,0.794,32.0,161.0,193.0,91.0,19.0,27.0,56.0,37.0,306.0,,,,,
2021,Chicago Sky,Regular Season,6,Azura Stevens,25,30,11,587.0,90.0,180.0,0.5,15.0,45.0,0.333,75.0,135.0,0.556,26.0,32.0,0.813,49.0,88.0,137.0,23.0,24.0,20.0,28.0,54.0,221.0,,,,,
2021,Chicago Sky,Regular Season,7,Ruthy Hebard,23,30,6,505.0,73.0,138.0,0.529,0.0,2.0,0.0,73.0,136.0,0.537,27.0,34.0,0.794,42.0,90.0,132.0,23.0,20.0,20.0,18.0,59.0,173.0,,,,,
2021,Chicago Sky,Regular Season,8,Stefanie Dolson,29,24,15,480.0,71.0,146.0,0.486,19.0,47.0,0.404,52.0,99.0,0.525,18.0,19.0,0.947,16.0,68.0,84.0,30.0,6.0,19.0,30.0,64.0,179.0,,,,,
2021,Chicago Sky,Regular Season,9,Astou Ndour-Fall,26,20,8,342.0,46.0,116.0,0.397,8.0,34.0,0.235,38.0,82.0,0.463,32.0,34.0,0.941,32.0,63.0,95.0,8.0,7.0,16.0,17.0,43.0,132.0,,,,,
2021,Chicago Sky,Regular Season,10,Dana Evans,22,23,0,197.0,26.0,73.0,0.356,17.0,42.0,0.405,9.0,31.0,0.29,21.0,24.0,0.875,1.0,10.0,11.0,27.0,5.0,1.0,13.0,18.0,90.0,2.0,13.0,Dallas Wingsfrom New York,Louisville,Louisville
2021,Chicago Sky,Regular Season,11,Lexie Brown,26,17,0,162.0,10.0,38.0,0.263,8.0,33.0,0.242,2.0,5.0,0.4,0.0,0.0,,0.0,12.0,12.0,19.0,7.0,0.0,8.0,11.0,28.0,,,,,
2021,Chicago Sky,Regular Season,12,Stephanie Watts,24,6,0,84.0,4.0,19.0,0.211,1.0,10.0,0.1,3.0,9.0,0.333,6.0,8.0,0.75,8.0,14.0,22.0,3.0,3.0,2.0,8.0,13.0,15.0,1.0,10.0,Los Angeles Sparks,North Carolina,North Carolina
2021,Chicago Sky,Regular Season,13,Shyla Heal,19,4,0,31.0,1.0,8.0,0.125,0.0,3.0,0.0,1.0,5.0,0.2,6.0,6.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0,10.0,6.0,8.0,1.0,8.0,Chicago Skyfrom Phoenix via Dallas,Townsville Fire,
2021,Chicago Sky,Regular Season,14,Brittany Boyd,28,2,0,22.0,1.0,4.0,0.25,1.0,2.0,0.5,0.0,2.0,0.0,1.0,2.0,0.5,0.0,2.0,2.0,4.0,2.0,0.0,4.0,2.0,4.0,,,,,
2021,Chicago Sky,Regular Season,15,Natasha Mack,23,3,0,16.0,2.0,3.0,0.667,0.0,0.0,,2.0,3.0,0.667,2.0,2.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,2.0,2.0,6.0,2.0,16.0,Chicago Skyfrom Dallas via 3 trades,Oklahoma State,Oklahoma State
2021,Chicago Sky,Playoffs,1,Courtney Vandersloot,32,10,10,344.0,53.0,104.0,0.51,8.0,24.0,0.333,45.0,80.0,0.563,16.0,19.0,0.842,8.0,46.0,54.0,102.0,15.0,8.0,35.0,12.0,130.0,,,,,
2021,Chicago Sky,Playoffs,2,Kahleah Copper,26,10,10,328.0,66.0,127.0,0.52,11.0,32.0,0.344,55.0,95.0,0.579,34.0,43.0,0.791,18.0,35.0,53.0,19.0,12.0,2.0,20.0,20.0,177.0,,,,,
2021,Chicago Sky,Playoffs,3,Allie Quigley,35,10,10,327.0,50.0,120.0,0.417,27.0,74.0,0.365,23.0,46.0,0.5,25.0,25.0,1.0,6.0,23.0,29.0,18.0,6.0,3.0,14.0,19.0,152.0,,,,,
2021,Chicago Sky,Playoffs,4,Candace Parker,35,10,10,324.0,55.0,112.0,0.491,11.0,33.0,0.333,44.0,79.0,0.557,17.0,19.0,0.895,11.0,73.0,84.0,44.0,21.0,10.0,23.0,20.0,138.0,,,,,
2021,Chicago Sky,Playoffs,5,Azura Stevens,25,10,10,254.0,41.0,86.0,0.477,5.0,19.0,0.263,36.0,67.0,0.537,11.0,14.0,0.786,26.0,43.0,69.0,8.0,7.0,8.0,9.0,31.0,98.0,,,,,
2021,Chicago Sky,Playoffs,6,Stefanie Dolson,29,10,0,168.0,21.0,41.0,0.512,5.0,17.0,0.294,16.0,24.0,0.667,2.0,2.0,1.0,3.0,25.0,28.0,11.0,2.0,7.0,11.0,22.0,49.0,,,,,
2021,Chicago Sky,Playoffs,7,Diamond DeShields,26,10,0,157.0,18.0,53.0,0.34,3.0,12.0,0.25,15.0,41.0,0.366,16.0,20.0,0.8,9.0,18.0,27.0,11.0,11.0,1.0,16.0,15.0,55.0,,,,,
2021,Chicago Sky,Playoffs,8,Astou Ndour-Fall,26,9,0,69.0,8.0,19.0,0.421,1.0,5.0,0.2,7.0,14.0,0.5,4.0,6.0,0.667,1.0,13.0,14.0,0.0,2.0,6.0,1.0,8.0,21.0,,,,,
2021,Chicago Sky,Playoffs,9,Dana Evans,22,9,0,64.0,5.0,16.0,0.313,5.0,12.0,0.417,0.0,4.0,0.0,0.0,0.0,,0.0,5.0,5.0,2.0,2.0,0.0,6.0,6.0,15.0,2.0,13.0,Dallas Wingsfrom New York,Louisville,Louisville
2021,Chicago Sky,Playoffs,10,Lexie Brown,26,7,0,24.0,2.0,6.0,0.333,2.0,5.0,0.4,0.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,8.0,,,,,
2021,Chicago Sky,Playoffs,11,Ruthy Hebard,23,5,0,15.0,2.0,2.0,1.0,0.0,0.0,,2.0,2.0,1.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,,,,,
2021,Dallas Wings,Regular Season,1,Arike Ogunbowale,24,32,32,1003.0,199.0,520.0,0.383,80.0,213.0,0.376,119.0,307.0,0.388,121.0,140.0,0.864,23.0,80.0,103.0,104.0,36.0,0.0,68.0,72.0,599.0,,,,,
2021,Dallas Wings,Regular Season,2,Kayla Thornton,28,31,25,857.0,83.0,197.0,0.421,22.0,63.0,0.349,61.0,134.0,0.455,45.0,53.0,0.849,65.0,108.0,173.0,45.0,26.0,7.0,30.0,62.0,233.0,,,,,
2021,Dallas Wings,Regular Season,3,Marina Mabrey,24,32,8,773.0,158.0,390.0,0.405,63.0,184.0,0.342,95.0,206.0,0.461,45.0,51.0,0.882,23.0,101.0,124.0,93.0,32.0,10.0,68.0,79.0,424.0,,,,,
2021,Dallas Wings,Regular Season,4,Allisha Gray,26,25,16,694.0,106.0,242.0,0.438,30.0,82.0,0.366,76.0,160.0,0.475,56.0,65.0,0.862,33.0,97.0,130.0,42.0,25.0,21.0,34.0,53.0,298.0,,,,,
2021,Dallas Wings,Regular Season,5,Isabelle Harrison,27,28,5,665.0,129.0,240.0,0.538,0.0,1.0,0.0,129.0,239.0,0.54,47.0,60.0,0.783,44.0,121.0,165.0,31.0,31.0,19.0,42.0,69.0,305.0,,,,,
2021,Dallas Wings,Regular Season,6,Tyasha Harris,23,32,3,522.0,48.0,143.0,0.336,20.0,59.0,0.339,28.0,84.0,0.333,25.0,30.0,0.833,9.0,42.0,51.0,85.0,13.0,10.0,32.0,40.0,141.0,,,,,
2021,Dallas Wings,Regular Season,7,Moriah Jefferson,27,29,28,500.0,66.0,147.0,0.449,23.0,50.0,0.46,43.0,97.0,0.443,3.0,5.0,0.6,12.0,46.0,58.0,72.0,24.0,5.0,40.0,40.0,158.0,,,,,
2021,Dallas Wings,Regular Season,8,Satou Sabally,23,17,14,423.0,69.0,165.0,0.418,18.0,55.0,0.327,51.0,110.0,0.464,47.0,61.0,0.77,27.0,73.0,100.0,48.0,4.0,14.0,39.0,54.0,203.0,,,,,
2021,Dallas Wings,Regular Season,9,Bella Alarie,23,31,11,407.0,32.0,64.0,0.5,0.0,2.0,0.0,32.0,62.0,0.516,17.0,20.0,0.85,42.0,60.0,102.0,16.0,18.0,20.0,18.0,42.0,81.0,,,,,
2021,Dallas Wings,Regular Season,10,Charli Collier,21,28,18,345.0,40.0,86.0,0.465,0.0,0.0,,40.0,86.0,0.465,16.0,23.0,0.696,31.0,71.0,102.0,6.0,4.0,5.0,13.0,51.0,96.0,1.0,1.0,Dallas Wingsfrom New York via Seattle,Texas,Texas
2021,Dallas Wings,Regular Season,11,Awak Kuier,19,16,0,142.0,12.0,39.0,0.308,3.0,18.0,0.167,9.0,21.0,0.429,11.0,14.0,0.786,9.0,30.0,39.0,9.0,5.0,12.0,16.0,10.0,38.0,1.0,2.0,Dallas Wings,Ragusa,
2021,Dallas Wings,Regular Season,12,Chelsea Dungee,24,14,0,64.0,3.0,17.0,0.176,2.0,10.0,0.2,1.0,7.0,0.143,0.0,0.0,,1.0,2.0,3.0,1.0,0.0,1.0,2.0,7.0,8.0,1.0,5.0,Dallas Wingsfrom Washington via New York,Arkansas,Arkansas
2021,Dallas Wings,Regular Season,13,Kristine Anigwe,24,3,0,30.0,3.0,6.0,0.5,0.0,0.0,,3.0,6.0,0.5,1.0,2.0,0.5,1.0,5.0,6.0,0.0,1.0,0.0,2.0,7.0,7.0,,,,,
2021,Dallas Wings,Regular Season,14,Dana Evans,22,6,0,24.0,1.0,6.0,0.167,1.0,3.0,0.333,0.0,3.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,3.0,5.0,2.0,13.0,Dallas Wingsfrom New York,Louisville,Louisville
2021,Dallas Wings,Playoffs,1,Arike Ogunbowale,24,1,1,35.0,8.0,16.0,0.5,5.0,10.0,0.5,3.0,6.0,0.5,1.0,2.0,0.5,0.0,2.0,2.0,2.0,1.0,0.0,1.0,6.0,22.0,,,,,
2021,Dallas Wings,Playoffs,2,Allisha Gray,26,1,1,34.0,3.0,5.0,0.6,1.0,1.0,1.0,2.0,4.0,0.5,2.0,2.0,1.0,1.0,5.0,6.0,2.0,1.0,1.0,1.0,3.0,9.0,,,,,
2021,Dallas Wings,Playoffs,3,Isabelle Harrison,27,1,0,29.0,4.0,13.0,0.308,0.0,0.0,,4.0,13.0,0.308,1.0,2.0,0.5,2.0,8.0,10.0,1.0,0.0,0.0,1.0,3.0,9.0,,,,,
2021,Dallas Wings,Playoffs,4,Moriah Jefferson,27,1,1,25.0,4.0,7.0,0.571,1.0,3.0,0.333,3.0,4.0,0.75,0.0,0.0,,0.0,2.0,2.0,4.0,2.0,0.0,4.0,1.0,9.0,,,,,
2021,Dallas Wings,Playoffs,5,Satou Sabally,23,1,0,22.0,5.0,10.0,0.5,0.0,0.0,,5.0,10.0,0.5,2.0,3.0,0.667,2.0,2.0,4.0,1.0,2.0,1.0,2.0,3.0,12.0,,,,,
2021,Dallas Wings,Playoffs,6,Marina Mabrey,24,1,0,17.0,1.0,8.0,0.125,1.0,4.0,0.25,0.0,4.0,0.0,0.0,0.0,,0.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,3.0,,,,,
2021,Dallas Wings,Playoffs,7,Kayla Thornton,28,1,1,16.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
2021,Dallas Wings,Playoffs,8,Awak Kuier,19,1,0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,Dallas Wings,Ragusa,
2021,Dallas Wings,Playoffs,9,Tyasha Harris,23,1,0,7.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,
2021,Dallas Wings,Playoffs,10,Bella Alarie,23,1,1,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,3.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,
2021,Dallas Wings,Playoffs,11,Chelsea Dungee,24,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,Dallas Wingsfrom Washington via New York,Arkansas,Arkansas
2021,Los Angeles Sparks,Regular Season,1,Erica Wheeler,30,32,32,967.0,160.0,384.0,0.417,33.0,92.0,0.359,127.0,292.0,0.435,81.0,98.0,0.827,16.0,82.0,98.0,152.0,43.0,8.0,87.0,86.0,434.0,,,,,
2021,Los Angeles Sparks,Regular Season,2,Brittney Sykes,27,32,20,939.0,115.0,284.0,0.405,11.0,42.0,0.262,104.0,242.0,0.43,61.0,79.0,0.772,37.0,109.0,146.0,70.0,58.0,15.0,45.0,79.0,302.0,,,,,
2021,Los Angeles Sparks,Regular Season,3,Nia Coffey,26,32,17,805.0,93.0,221.0,0.421,50.0,120.0,0.417,43.0,101.0,0.426,28.0,36.0,0.778,18.0,104.0,122.0,28.0,26.0,38.0,45.0,85.0,264.0,,,,,
2021,Los Angeles Sparks,Regular Season,4,Amanda Zahui B.,27,30,27,714.0,106.0,247.0,0.429,30.0,107.0,0.28,76.0,140.0,0.543,33.0,43.0,0.767,24.0,130.0,154.0,29.0,18.0,35.0,54.0,99.0,275.0,,,,,
2021,Los Angeles Sparks,Regular Season,5,Te'a Cooper,24,31,13,682.0,97.0,256.0,0.379,24.0,74.0,0.324,73.0,182.0,0.401,63.0,84.0,0.75,4.0,50.0,54.0,44.0,28.0,6.0,57.0,69.0,281.0,,,,,
2021,Los Angeles Sparks,Regular Season,6,Nneka Ogwumike,30,18,18,570.0,109.0,205.0,0.532,11.0,30.0,0.367,98.0,175.0,0.56,32.0,40.0,0.8,26.0,91.0,117.0,48.0,26.0,5.0,39.0,32.0,261.0,,,,,
2021,Los Angeles Sparks,Regular Season,7,Kristi Toliver,34,19,19,525.0,67.0,162.0,0.414,28.0,83.0,0.337,39.0,79.0,0.494,16.0,19.0,0.842,9.0,19.0,28.0,54.0,14.0,0.0,32.0,36.0,178.0,,,,,
2021,Los Angeles Sparks,Regular Season,8,Bria Holmes,27,17,5,312.0,31.0,95.0,0.326,8.0,33.0,0.242,23.0,62.0,0.371,13.0,23.0,0.565,20.0,27.0,47.0,20.0,15.0,6.0,20.0,21.0,83.0,,,,,
2021,Los Angeles Sparks,Regular Season,9,Arella Guirantes,23,25,2,291.0,26.0,95.0,0.274,6.0,27.0,0.222,20.0,68.0,0.294,21.0,26.0,0.808,6.0,27.0,33.0,15.0,8.0,4.0,12.0,26.0,79.0,2.0,22.0,Los Angeles Sparks,Rutgers,Rutgers
2021,Los Angeles Sparks,Regular Season,10,Lauren Cox,23,15,0,210.0,19.0,46.0,0.413,1.0,5.0,0.2,18.0,41.0,0.439,14.0,18.0,0.778,11.0,44.0,55.0,9.0,10.0,13.0,9.0,20.0,53.0,,,,,
2021,Los Angeles Sparks,Regular Season,11,Karlie Samuelson,26,11,3,174.0,13.0,34.0,0.382,11.0,23.0,0.478,2.0,11.0,0.182,5.0,7.0,0.714,3.0,22.0,25.0,9.0,7.0,0.0,5.0,20.0,42.0,,,,,
