Season (Year),Team,Season or Playoff,Rank,Player,Age,Games,Games Started,Minutes Played,Field Goal,Field Goal Attempts,Field Goal %,3 Point Field Goals,3 Point Field Goals Attempts,3 Point Field Goals %,2 Point Field Goals,2 Point Field Goals Attempts,2 Point Field Goals %,Free Throws,Free Throw Attempts,Free Throw Attempts %,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points
2020,Atlanta Dream,Regular Season,6,Blake Dietrick,26,22,4,463,49,104,0.471,26,58,0.448,23,46,0.5,5,8,0.625,8,28,36,75,18,3,40,42,129
2020,Atlanta Dream,Regular Season,7,Chennedy Carter,21,16,16,406,106,224,0.473,12,32,0.375,94,192,0.49,55,67,0.821,8,28,36,55,14,5,43,57,279
2020,Atlanta Dream,Regular Season,8,Glory Johnson,29,18,1,277,31,83,0.373,11,42,0.262,20,41,0.488,12,24,0.5,7,60,67,11,15,7,13,27,85
2020,Atlanta Dream,Regular Season,9,Jaylyn Agnew,22,12,0,71,4,15,0.267,3,13,0.231,1,2,0.5,4,5,0.8,0,5,5,3,0,0,5,7,15
2020,Atlanta Dream,Regular Season,10,Kalani Brown,23,10,0,61,12,23,0.522,0,0,,12,23,0.522,6,10,0.6,3,9,12,0,1,1,5,10,30
2020,Atlanta Dream,Regular Season,11,Alexis Jones,26,6,0,53,8,21,0.381,7,19,0.368,1,2,0.5,1,2,0.5,0,0,0,5,3,0,6,3,24
2020,Atlanta Dream,Regular Season,12,Brittany Brewer,22,5,0,33,2,3,0.667,0,0,,2,3,0.667,0,0,,1,4,5,0,3,4,2,4,4
2020,Atlanta Dream,Regular Season,13,Erica McCall,24,1,0,5,0,0,,0,0,,0,0,,0,0,,0,2,2,0,1,0,0,1,0
2020,Atlanta Dream,Regular Season,14,Kaela Davis,25,2,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
2020,New York Liberty,Regular Season,1,Kiah Stokes,27,22,22,601,51,137,0.372,20,85,0.235,31,52,0.596,4,7,0.571,28,119,147,26,11,26,29,45,126
2020,New York Liberty,Regular Season,2,Kia Nurse,24,21,18,578,68,249,0.273,31,130,0.238,37,119,0.311,89,103,0.864,11,49,60,48,11,4,46,38,256
2020,New York Liberty,Regular Season,3,Amanda Zahui B.,26,21,20,531,65,184,0.353,34,100,0.34,31,84,0.369,25,36,0.694,15,163,178,40,19,26,54,65,189
2020,New York Liberty,Regular Season,4,Layshia Clarendon,29,19,19,496,74,159,0.465,15,44,0.341,59,115,0.513,55,63,0.873,6,42,48,74,18,0,64,55,218
2020,New York Liberty,Regular Season,5,Leaonna Odom,22,22,16,453,48,98,0.49,5,20,0.25,43,78,0.551,20,23,0.87,34,16,50,16,15,8,15,37,121
2020,New York Liberty,Regular Season,6,Jazmine Jones,23,20,2,428,69,171,0.404,15,45,0.333,54,126,0.429,63,80,0.788,18,63,81,45,28,9,57,59,216
2020,New York Liberty,Regular Season,7,Jocelyn Willoughby,22,22,5,383,39,109,0.358,15,37,0.405,24,72,0.333,35,42,0.833,15,38,53,20,15,6,32,50,128
2020,New York Liberty,Regular Season,8,Kylee Shook,22,20,0,290,32,79,0.405,3,17,0.176,29,62,0.468,14,17,0.824,15,41,56,11,7,10,20,26,81
2020,New York Liberty,Regular Season,9,Megan Walker,21,18,0,205,25,78,0.321,6,43,0.14,19,35,0.543,3,5,0.6,11,16,27,6,4,0,7,15,59
2020,New York Liberty,Regular Season,10,Joyner Holmes,22,19,0,190,22,72,0.306,3,28,0.107,19,44,0.432,9,12,0.75,15,36,51,13,2,2,13,14,56
2020,New York Liberty,Regular Season,11,Paris Kea,24,11,5,165,28,73,0.384,13,33,0.394,15,40,0.375,7,8,0.875,5,17,22,16,7,3,19,12,76
2020,New York Liberty,Regular Season,12,Sabrina Ionescu,22,3,3,80,19,42,0.452,7,20,0.35,12,22,0.545,10,10,1,2,12,14,12,2,0,13,4,55
